layer_role,source_name,href,rel_or_label,file_type,selected_for_analysis
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/afghanistan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/armenia-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/azerbaijan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/bangladesh-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/bhutan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/cambodia-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/china-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/east-timor-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/gcc-states-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/india-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/indonesia-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/iran-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/iraq-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/israel-and-palestine-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/japan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/jordan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/kazakhstan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/kyrgyzstan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/laos-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/lebanon-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/malaysia-singapore-brunei-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/maldives-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/mongolia-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/myanmar-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/nepal-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/north-korea-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/pakistan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/philippines-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/sea-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/south-korea-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/sri-lanka-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/syria-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/taiwan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/tajikistan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/thailand-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/turkmenistan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/uzbekistan-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/vietnam-latest.osm.pbf,latest .osm.pbf extract,pbf,False
road_network,Geofabrik OpenStreetMap extract index,https://download.geofabrik.de/asia/yemen-latest.osm.pbf,latest .osm.pbf extract,pbf,False
