country_name,iso3,admin1_code,admin1_name,population_year,population,population_source,health_facilities,schools,markets,total_services,people_per_health_facility,people_per_school,people_per_market,total_mapped_services_per_million,service_load_score,osm_completeness_risk_score,access_stress_index,bottleneck,service_query_mode,osm_timestamp,centroid_lat,centroid_lon,approx_area_sq_km
Pakistan,PAK,PK-BA,Balochistan,2020,9136309,WorldPop Global Project population count,61,49,33,143,149776,186455,276858,15.65,100,93.7,95,service load,osm_area_iso3166_2,2026-04-23T06:24:25Z,28.460044,65.565304,353714.89
Pakistan,PAK,PK-GB,Gilgit-Baltistan,2020,1125686,WorldPop Global Project population count,170,917,38,1125,6622,1228,29623,999.39,3.9,0,30,rainfall change,osm_area_iso3166_2,2026-04-23T06:24:25Z,35.787927,75.177535,69037.5
Pakistan,PAK,PK-IS,Islamabad Capital Territory,2020,3015095,WorldPop Global Project population count,99,275,41,415,30456,10964,73539,137.64,65.8,44.9,70,rainfall change,osm_area_iso3166_2,2026-04-06T00:26:00Z,33.651032,73.038476,893.55
Pakistan,PAK,PK-JK,Azad Kashmir,2020,3885041,WorldPop Global Project population count,31,41,3,75,125324,94757,1295014,19.3,100,92.3,95,service load,osm_area_iso3166_2,2026-04-23T06:25:26Z,33.942931,74.442621,12380.77
Pakistan,PAK,PK-KP,Khyber Pakhtunkhwa,2020,37450031,WorldPop Global Project population count,290,728,153,1171,129138,51442,244771,31.27,100,87.5,94,service load,osm_area_iso3166_2,2026-04-23T06:25:26Z,33.963945,71.680942,101585.29
Pakistan,PAK,PK-PB,Punjab,2020,125831363,WorldPop Global Project population count,1103,1472,242,2817,114081,85483,519964,22.39,100,91,95,service load,osm_area_iso3166_2,2026-04-12T08:38:02Z,30.885558,72.368314,200807.72
Pakistan,PAK,PK-SD,Sindh,2020,49558714,WorldPop Global Project population count,1950,1546,376,3872,25415,32056,131805,78.13,72.7,68.7,77,rainfall change,osm_area_iso3166_2,2026-04-23T06:27:30Z,26.100952,68.889958,138175.1
Nepal,NPL,NP-P1,Province 1,2020,8343981,WorldPop Global Project population count,277,1671,25,1973,30123,4993,333759,236.46,57.4,5.4,49,heat stress,osm_area_iso3166_2,2026-04-12T08:38:02Z,27.230449,87.17868,26116.73
Nepal,NPL,NP-P2,Province 2,2020,8094360,WorldPop Global Project population count,910,3719,19,4648,8895,2176,426019,574.23,27.1,0,31,heat stress,osm_area_iso3166_2,2026-04-23T06:28:30Z,26.942839,85.749241,9609.45
Nepal,NPL,NP-P3,Bagmati,2020,10771729,WorldPop Global Project population count,1107,7119,90,8316,9731,1513,119686,772.02,21.3,0,27,heat stress,osm_area_iso3166_2,2026-04-06T00:26:00Z,27.652714,85.245768,20337.98
Nepal,NPL,NP-P4,Gandaki,2020,2334633,WorldPop Global Project population count,495,2437,19,2951,4716,958,122875,1264.01,16,0,24,heat stress,osm_area_iso3166_2,2026-04-23T06:29:33Z,28.384591,84.037504,22029.78
Nepal,NPL,NP-P5,Lumbini,2020,5273207,WorldPop Global Project population count,1042,5805,92,6939,5061,908,57317,1315.9,6.3,0,19,heat stress,osm_area_iso3166_2,2026-04-23T06:30:36Z,28.099727,82.543982,19276.46
Nepal,NPL,NP-P6,Karnali,2020,1495319,WorldPop Global Project population count,432,2233,78,2743,3461,670,19171,1834.39,0.6,0,15,heat stress,osm_area_iso3166_2,2026-04-23T06:30:36Z,29.299193,82.330743,30751.32
Nepal,NPL,NP-P7,Sudurpaschim,2020,4582478,WorldPop Global Project population count,376,2666,34,3076,12187,1719,134779,671.25,26.6,0,30,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,29.320617,80.933403,19768.78
Sri Lanka,LKA,LK-1,Western Province,2020,6174081,WorldPop Global Project population count,393,1128,76,1597,15710,5473,81238,258.66,34.4,0,35,rainfall change,osm_area_iso3166_2,2026-04-21T17:01:53Z,6.827696,80.099086,3729.14
Sri Lanka,LKA,LK-2,Central Province,2020,2693768,WorldPop Global Project population count,166,464,20,650,16228,5806,134688,241.3,43.9,3.5,41,rainfall change,osm_area_iso3166_2,2026-04-21T17:01:53Z,7.381785,80.719337,5751.5
Sri Lanka,LKA,LK-3,Southern Province,2020,2586818,WorldPop Global Project population count,131,450,67,648,19747,5748,38609,250.5,33,0,34,rainfall change,osm_area_iso3166_2,2026-04-23T06:33:43Z,6.249529,80.847725,5567.85
Sri Lanka,LKA,LK-4,Northern Province,2020,989720,WorldPop Global Project population count,193,1161,27,1381,5128,852,36656,1395.34,3.3,0,17,rainfall change,osm_area_iso3166_2,2026-04-06T00:26:00Z,9.178869,80.307668,9029.21
Sri Lanka,LKA,LK-5,Eastern Province,2020,1641191,WorldPop Global Project population count,218,661,51,930,7528,2483,32180,566.66,9.2,0,21,rainfall change,osm_area_iso3166_2,2026-04-23T06:35:49Z,7.751406,81.316001,9844.25
Sri Lanka,LKA,LK-6,North Western Province,2020,2537460,WorldPop Global Project population count,88,284,45,417,28835,8935,56388,164.34,55,34.3,51,service load,osm_area_iso3166_2,2026-04-12T10:20:36Z,7.912777,80.135328,8089.08
Sri Lanka,LKA,LK-7,North Central Province,2020,1393376,WorldPop Global Project population count,45,191,13,249,30964,7295,107183,178.7,59.4,28.5,53,service load,osm_area_iso3166_2,2026-04-12T10:20:36Z,8.28359,80.646181,10689.42
Sri Lanka,LKA,LK-8,Uva Province,2020,1340074,WorldPop Global Project population count,70,299,15,384,19144,4482,89338,286.55,35.8,0,36,rainfall change,osm_area_iso3166_2,2026-04-21T17:01:53Z,6.960717,81.206547,8669.14
Sri Lanka,LKA,LK-9,Sabaragamuwa Province,2020,2035581,WorldPop Global Project population count,63,392,21,476,32311,5193,96932,233.84,52.4,6.5,46,service load,osm_area_iso3166_2,2026-04-23T06:37:56Z,6.81224,80.549294,4978
