generated_at,attestation_chain,status,method,tile_id,selected_economies,coordinate_rows_touching_tile,head_ok,expected_size_bytes,expected_size_mb,exact_file_url,download_decision,downloaded,downloaded_this_run,cache_path,file_size_bytes,size_matches_expected,sha256,http_status,content_type,last_modified,zip_opened,zip_member_count,geotiff_member_count,geotiff_members,geotiff_opened,raster_width,raster_height,raster_count,raster_crs,raster_transform,raster_bounds,raster_dtype,raster_nodata,transform_matches_10_degree_tile_bounds,reader_use,blocking_gap,retrieval_error,non_claim
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R5_C23,AZE||GEO,20,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C23.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R5_C24,AZE||UZB,3,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C24.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R5_C25,TJK||UZB,41,True,33349650,33.35,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C25.zip,selected_first_wave_download_candidate,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,"ConnectTimeout: HTTPSConnectionPool(host='jeodpp.jrc.ec.europa.eu', port=443): Max retries exceeded with url: /ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C25.zip (Caused by ConnectTimeoutError(<HTTPSConnection(host='jeodpp.jrc.ec.europa.eu', port=443) at 0x1b478042490>, 'Connection to jeodpp.jrc.ec.europa.eu timed out. (connect timeout=180)'))","This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R5_C26,TJK||UZB,16,True,32990110,32.99,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C26.zip,selected_first_wave_download_candidate,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,"ConnectTimeout: HTTPSConnectionPool(host='cidportal.jrc.ec.europa.eu', port=443): Max retries exceeded with url: /ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C26.zip (Caused by ConnectTimeoutError(<HTTPSConnection(host='cidportal.jrc.ec.europa.eu', port=443) at 0x1b478043110>, 'Connection to cidportal.jrc.ec.europa.eu timed out. (connect timeout=180)'))","This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R6_C23,AZE,1,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R6_C23.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R6_C24,AZE||TKM,3,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R6_C24.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R6_C25,AFG||TJK||UZB,24,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R6_C25.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R6_C26,TJK||UZB,6,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R6_C26.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R7_C27,BGD,40,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R7_C27.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R7_C28,BGD,48,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R7_C28.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
