generated_at,attestation_chain,status,method,ladder_row_id,report_month,report_url,html_retrieved,html_http_status,html_final_url,html_bytes,html_sha256,target_station_codes,station_code_count_in_html,all_station_codes_in_html,pm25_column_in_html,html_not_verified_label_present,html_verified_label_without_not_verified,xlsx_export_tested,xlsx_retrieved,xlsx_http_status,xlsx_final_url,xlsx_bytes,xlsx_sha256,xlsx_sheet_count,xlsx_target_station_sheet_count,xlsx_pm25_present,xlsx_verification_label_present,pdf_export_tested,pdf_retrieved,pdf_http_status,pdf_final_url,pdf_bytes,pdf_sha256,pdf_text_pages,pdf_pm25_present,pdf_not_verified_label_present,pdf_verified_label_without_not_verified,verified_report_closure_available,station_method_classified,current_status_confirmed,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,report_export_decision,reader_use,non_claim
2026-06-19T22:49:26Z,ai-first,computed_georgia_report_export_ladder,air_monitoring_georgia_report_export_ladder_v1,GEO-report-export-ladder-2026-05,2026-05,https://air.gov.ge/en/reports_page?date_from=2026-05&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,True,200,https://air.gov.ge/en/reports_page?date_from=2026-05&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,301601,daa7f2c89c5a906c92b37aea96f6501fc275c47bdd76c99f6ed109cfae4fb928,01005|AGMS|BTUM|KUTS|KZBG|ORN01|ORN02|ORN03|ORN04|ORN05|ORN06|ORN07|ORN08|RST18|TSRT|VRKT,16,True,True,True,False,True,True,200,https://air.gov.ge/en/reports_page?date_from=2026-05&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=xlsx,34421,a47dbe4cb0bcc332b4c5a465580681bee87dcda19c2569176a1d70edb12c6924,16,16,True,False,True,True,200,https://air.gov.ge/en/reports_page?date_from=2026-05&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=pdf,245538,8d43a25c722a485e36cf6d569c155b094fd7ce2111337c21bb765b1de58e94f5,16,True,True,False,False,False,False,False,False,html_and_pdf_export_not_verified_keep_open,The HTML route and PDF export both expose report data but carry the not-verified footer. The XLSX export has target station sheets and PM2.5 but no independent verification label.,"This scan tests official Georgia monthly report and export routes for verification labels across time. It does not certify current station status, station method class, calibration status, complete monitor-grade classification, or station-radius readiness."
2026-06-19T22:49:26Z,ai-first,computed_georgia_report_export_ladder,air_monitoring_georgia_report_export_ladder_v1,GEO-report-export-ladder-2026-04,2026-04,https://air.gov.ge/en/reports_page?date_from=2026-04&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,True,200,https://air.gov.ge/en/reports_page?date_from=2026-04&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,283488,07a8164d90c819b20bd07e882559737dd06ad4ba4e6a9e535e8e5624323d0456,01005|AGMS|BTUM|KUTS|KZBG|ORN01|ORN02|ORN03|ORN04|ORN05|ORN06|ORN07|ORN08|RST18|TSRT|VRKT,16,True,True,True,False,False,False,,,0,,,,False,False,False,False,,,0,,,False,False,False,False,False,False,False,False,monthly_html_ladder_pm25_present_not_verified_keep_open,"The official monthly HTML route has all target station codes and PM2.5, but the verification footer remains Not Verified Data.","This scan tests official Georgia monthly report and export routes for verification labels across time. It does not certify current station status, station method class, calibration status, complete monitor-grade classification, or station-radius readiness."
2026-06-19T22:49:26Z,ai-first,computed_georgia_report_export_ladder,air_monitoring_georgia_report_export_ladder_v1,GEO-report-export-ladder-2026-03,2026-03,https://air.gov.ge/en/reports_page?date_from=2026-03&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,True,200,https://air.gov.ge/en/reports_page?date_from=2026-03&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,283095,dfacd20976f6b7d616ce28dd8aa6996c4f84aee84c572b7a2d7cf82e04c5a3b6,01005|AGMS|BTUM|KUTS|KZBG|ORN01|ORN02|ORN03|ORN04|ORN05|ORN06|ORN07|ORN08|RST18|TSRT|VRKT,16,True,True,True,False,False,False,,,0,,,,False,False,False,False,,,0,,,False,False,False,False,False,False,False,False,monthly_html_ladder_pm25_present_not_verified_keep_open,"The official monthly HTML route has all target station codes and PM2.5, but the verification footer remains Not Verified Data.","This scan tests official Georgia monthly report and export routes for verification labels across time. It does not certify current station status, station method class, calibration status, complete monitor-grade classification, or station-radius readiness."
2026-06-19T22:49:26Z,ai-first,computed_georgia_report_export_ladder,air_monitoring_georgia_report_export_ladder_v1,GEO-report-export-ladder-2026-02,2026-02,https://air.gov.ge/en/reports_page?date_from=2026-02&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,True,200,https://air.gov.ge/en/reports_page?date_from=2026-02&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,277926,22467823359dfcf4747c67a3c75c802d8f07a0d8cb70194db711f643bcd49aa6,01005|AGMS|BTUM|KUTS|KZBG|ORN01|ORN02|ORN03|ORN04|ORN05|ORN06|ORN07|ORN08|RST18|TSRT|VRKT,16,True,True,True,False,False,False,,,0,,,,False,False,False,False,,,0,,,False,False,False,False,False,False,False,False,monthly_html_ladder_pm25_present_not_verified_keep_open,"The official monthly HTML route has all target station codes and PM2.5, but the verification footer remains Not Verified Data.","This scan tests official Georgia monthly report and export routes for verification labels across time. It does not certify current station status, station method class, calibration status, complete monitor-grade classification, or station-radius readiness."
2026-06-19T22:49:26Z,ai-first,computed_georgia_report_export_ladder,air_monitoring_georgia_report_export_ladder_v1,GEO-report-export-ladder-2026-01,2026-01,https://air.gov.ge/en/reports_page?date_from=2026-01&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,True,200,https://air.gov.ge/en/reports_page?date_from=2026-01&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,294486,3b105fb99b16d25ec69f0c779f36774c0f834f9941ab8117ccc1e914061f4a76,01005|AGMS|BTUM|KUTS|KZBG|ORN01|ORN02|ORN03|ORN04|ORN05|ORN06|ORN07|ORN08|RST18|TSRT|VRKT,16,True,True,True,False,False,False,,,0,,,,False,False,False,False,,,0,,,False,False,False,False,False,False,False,False,monthly_html_ladder_pm25_present_not_verified_keep_open,"The official monthly HTML route has all target station codes and PM2.5, but the verification footer remains Not Verified Data.","This scan tests official Georgia monthly report and export routes for verification labels across time. It does not certify current station status, station method class, calibration status, complete monitor-grade classification, or station-radius readiness."
2026-06-19T22:49:26Z,ai-first,computed_georgia_report_export_ladder,air_monitoring_georgia_report_export_ladder_v1,GEO-report-export-ladder-2025-12,2025-12,https://air.gov.ge/en/reports_page?date_from=2025-12&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,True,200,https://air.gov.ge/en/reports_page?date_from=2025-12&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,292362,72ce1f0d925226fed3fc83cd752601258960b1d5c33a6216a8879fb74e7a44bd,01005|AGMS|BTUM|KUTS|KZBG|ORN01|ORN02|ORN03|ORN04|ORN05|ORN06|ORN07|ORN08|RST18|TSRT|VRKT,16,True,True,True,False,True,True,200,https://air.gov.ge/en/reports_page?date_from=2025-12&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=xlsx,33932,31af7cf35ebfcbdb18a3593ee948ba58fc534a45bcfdd2468855c21f98d49061,16,16,True,False,True,True,200,https://air.gov.ge/en/reports_page?date_from=2025-12&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=pdf,238875,83e93a0fdbd2930d409a56449ce72eab19277306008bcfd4ffd755444726c39d,16,True,True,False,False,False,False,False,False,html_and_pdf_export_not_verified_keep_open,The HTML route and PDF export both expose report data but carry the not-verified footer. The XLSX export has target station sheets and PM2.5 but no independent verification label.,"This scan tests official Georgia monthly report and export routes for verification labels across time. It does not certify current station status, station method class, calibration status, complete monitor-grade classification, or station-radius readiness."
2026-06-19T22:49:26Z,ai-first,computed_georgia_report_export_ladder,air_monitoring_georgia_report_export_ladder_v1,GEO-report-export-ladder-2025-11,2025-11,https://air.gov.ge/en/reports_page?date_from=2025-11&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,True,200,https://air.gov.ge/en/reports_page?date_from=2025-11&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,273476,b268cb5bf13a4dc7671f645d911d903159024b0f0ac606520172c0c8d9835c18,01005|AGMS|BTUM|KUTS|KZBG|ORN01|ORN02|ORN03|ORN04|ORN05|ORN06|ORN07|ORN08|RST18|TSRT|VRKT,16,True,True,True,False,False,False,,,0,,,,False,False,False,False,,,0,,,False,False,False,False,False,False,False,False,monthly_html_ladder_pm25_present_not_verified_keep_open,"The official monthly HTML route has all target station codes and PM2.5, but the verification footer remains Not Verified Data.","This scan tests official Georgia monthly report and export routes for verification labels across time. It does not certify current station status, station method class, calibration status, complete monitor-grade classification, or station-radius readiness."
2026-06-19T22:49:26Z,ai-first,computed_georgia_report_export_ladder,air_monitoring_georgia_report_export_ladder_v1,GEO-report-export-ladder-2025-10,2025-10,https://air.gov.ge/en/reports_page?date_from=2025-10&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,True,200,https://air.gov.ge/en/reports_page?date_from=2025-10&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,284223,c47d3ca7a4293c75d8e95164250587428fa82ff4837c1837a6c5d89d3ab64121,01005|AGMS|BTUM|KUTS|KZBG|ORN01|ORN02|ORN03|ORN04|ORN05|ORN06|ORN07|ORN08|RST18|TSRT|VRKT,16,True,True,True,False,False,False,,,0,,,,False,False,False,False,,,0,,,False,False,False,False,False,False,False,False,monthly_html_ladder_pm25_present_not_verified_keep_open,"The official monthly HTML route has all target station codes and PM2.5, but the verification footer remains Not Verified Data.","This scan tests official Georgia monthly report and export routes for verification labels across time. It does not certify current station status, station method class, calibration status, complete monitor-grade classification, or station-radius readiness."
2026-06-19T22:49:26Z,ai-first,computed_georgia_report_export_ladder,air_monitoring_georgia_report_export_ladder_v1,GEO-report-export-ladder-2025-09,2025-09,https://air.gov.ge/en/reports_page?date_from=2025-09&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,True,200,https://air.gov.ge/en/reports_page?date_from=2025-09&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,276176,b70dc301554f9a49d399ae161d8fb35dcbdff0583d52c413c5b48f51687277eb,01005|AGMS|BTUM|KUTS|KZBG|ORN01|ORN02|ORN03|ORN04|ORN05|ORN06|ORN07|ORN08|RST18|TSRT|VRKT,16,True,True,True,False,False,False,,,0,,,,False,False,False,False,,,0,,,False,False,False,False,False,False,False,False,monthly_html_ladder_pm25_present_not_verified_keep_open,"The official monthly HTML route has all target station codes and PM2.5, but the verification footer remains Not Verified Data.","This scan tests official Georgia monthly report and export routes for verification labels across time. It does not certify current station status, station method class, calibration status, complete monitor-grade classification, or station-radius readiness."
2026-06-19T22:49:26Z,ai-first,computed_georgia_report_export_ladder,air_monitoring_georgia_report_export_ladder_v1,GEO-report-export-ladder-2025-08,2025-08,https://air.gov.ge/en/reports_page?date_from=2025-08&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,True,200,https://air.gov.ge/en/reports_page?date_from=2025-08&report_type=monthly&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,281981,83e559e0f89f2f1b13288d711515322f8f09bb44ece66ceb0b41faac356af61e,01005|AGMS|BTUM|KUTS|KZBG|ORN01|ORN02|ORN03|ORN04|ORN05|ORN06|ORN07|ORN08|RST18|TSRT|VRKT,16,True,True,True,False,False,False,,,0,,,,False,False,False,False,,,0,,,False,False,False,False,False,False,False,False,monthly_html_ladder_pm25_present_not_verified_keep_open,"The official monthly HTML route has all target station codes and PM2.5, but the verification footer remains Not Verified Data.","This scan tests official Georgia monthly report and export routes for verification labels across time. It does not certify current station status, station method class, calibration status, complete monitor-grade classification, or station-radius readiness."
