generated_at,attestation_chain,status,method,method_evidence_id,station_review_id,iso3,iso2,country,source_name,source_url,source_station_id,source_station_name,source_station_type,station_review_lane,exact_official_row_found,exact_source_evidence_type,exact_source_station_type,exact_source_station_category,exact_coordinate_available,exact_pm25_signal,exact_pollutants_listed,exact_live_pm25_value_populated,exact_live_pm25_value_raw,exact_live_pm25_value_status,exact_retrieval_status,exact_retrieval_url,source_level_method_terms,row_level_method_hint_terms,row_evidence_lane,public_current_row_observed,current_status_confirmed,station_method_classified,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,reader_use,non_claim
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-107,UZB-method_context_needs_station_confirmation-107,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,107,Атмосфера ҳавоси мониторинги автоматлаштирилган станцияси,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,,True,True,PM2.5; PM10; SO2; CO; NO2; NO; O3,True,0.001,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-108,UZB-method_context_needs_station_confirmation-108,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,108,Атмосфера ҳавоси мониторинги автоматлаштирилган станцияси,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO; NO2; NO; O3,True,-0.001,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-714,UZB-method_context_needs_station_confirmation-714,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,714,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO; NO2; NO; O3,True,0.011,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-715,UZB-method_context_needs_station_confirmation-715,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,715,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO; NO2; NO; O3,True,-9999.0,sentinel_minus_9999,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-716,UZB-method_context_needs_station_confirmation-716,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,716,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO; NO2; NO; O3,True,-0.004,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-717,UZB-method_context_needs_station_confirmation-717,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,717,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO; NO2; NO; O3,True,0.003,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-718,UZB-method_context_needs_station_confirmation-718,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,718,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO; NO2; NO; O3,True,0.006,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-719,UZB-method_context_needs_station_confirmation-719,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,719,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO; NO2; NO; O3,True,0.007,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-720,UZB-method_context_needs_station_confirmation-720,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,720,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO; NO2; NO; O3,True,-0.002,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-721,UZB-method_context_needs_station_confirmation-721,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,721,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,0.001,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
