sample_date,month,days_from_event,location,adm1,adm2,longitude,latitude,radius_km,reducer,location_radiance,reference_radiance,location_valid_pixels,reference_valid_pixels,paired_valid,radiance_ratio_to_manila,location_zero_lunar_pixels,reference_zero_lunar_pixels,orbit_datetime_utc,radiance_url,quality_flag_url,reference_radiance_url,reference_quality_flag_url,same_segment_reference,same_orbit_reference
2013-05-01,2013-05,-191,Aklan,Aklan,NA,122.2459981,11.61199862,25,mean,0.42402753233909607,7.208807945251465,10079,11509,True,0.05882075588078449,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Aklan,Aklan,NA,122.2459981,11.61199862,25,p75,0.49222996830940247,8.947772026062012,10079,11509,True,0.05501145613407374,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Capiz,Capiz,NA,122.6325366,11.36709361,25,mean,0.383884996175766,7.208807945251465,11866,11509,True,0.05325221577426487,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Capiz,Capiz,NA,122.6325366,11.36709361,25,p75,0.40847986936569214,8.947772026062012,11866,11509,True,0.04565157317105535,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Cebu,Cebu,NA,123.7556565,10.35656913,25,mean,0.6039661765098572,7.208807945251465,4,11509,False,,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Cebu,Cebu,NA,123.7556565,10.35656913,25,p75,0.6358522772789001,8.947772026062012,4,11509,False,,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Iloilo,Iloilo,NA,122.6032448,11.0057335,25,mean,0.4286421835422516,7.208807945251465,11482,11509,True,0.05946089655843914,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Iloilo,Iloilo,NA,122.6032448,11.0057335,25,p75,0.45735546946525574,8.947772026062012,11482,11509,True,0.05111389384230229,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Leyte,Leyte,NA,124.753802,10.97725563,25,mean,0.41170215606689453,7.208807945251465,11077,11509,True,0.05711098966620245,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Leyte,Leyte,NA,124.753802,10.97725563,25,p75,0.4160902202129364,8.947772026062012,11077,11509,True,0.046502103428763944,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
