generated_at,attestation_chain,status,method,row_type,coordinate_id,coordinate_key,iso3,country,source_family,source_row_id,station_name,latitude,longitude,radius_km,radius_role,ghsl_population_sum,ghsl_positive_cells,ghsl_window_count,ghsl_tile_ids,ghsl_population_computed,acag_record_key,acag_selected_vintage,pm25_nearest_ugm3,pm25_radius_mean_ugm3,pm25_radius_cell_count,pm25_computed,join_stage,claim_allowed,validated_same_station_join_rows,complete_monitor_grade_rows,station_radius_ready,reader_use,blocking_gap,non_claim
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AFG:10482:34.535812:69.190514,"AFG:34.535812,69.190514",AFG,Afghanistan,openaq,10482,US Diplomatic Post: Kabul,34.535812,69.190514,0.5,lower_sensitivity,28292.079,108,1,R6_C25,True,v6gl03_gl_coarse_annual,2023,49.946,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the lower 0.5 km sensitivity band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AFG:10482:34.535812:69.190514,"AFG:34.535812,69.190514",AFG,Afghanistan,openaq,10482,US Diplomatic Post: Kabul,34.535812,69.190514,4.0,primary,1370717.443,6834,1,R6_C25,True,v6gl03_gl_coarse_annual,2023,49.946,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the source-frozen 4 km PM2.5 neighborhood-scale band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AFG:10482:34.535812:69.190514,"AFG:34.535812,69.190514",AFG,Afghanistan,openaq,10482,US Diplomatic Post: Kabul,34.535812,69.190514,50.0,upper_sensitivity,6461148.892,103653,1,R6_C25,True,v6gl03_gl_coarse_annual,2023,49.946,29.953,77,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the 50 km upper sensitivity band; not a service area.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AFG:8556:34.554384:69.204597,"AFG:34.554384,69.204597",AFG,Afghanistan,openaq,8556,Kabul,34.554384,69.204597,0.5,lower_sensitivity,19372.224,107,1,R6_C25,True,v6gl03_gl_coarse_annual,2023,40.984,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the lower 0.5 km sensitivity band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AFG:8556:34.554384:69.204597,"AFG:34.554384,69.204597",AFG,Afghanistan,openaq,8556,Kabul,34.554384,69.204597,4.0,primary,1004654.954,6462,1,R6_C25,True,v6gl03_gl_coarse_annual,2023,40.984,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the source-frozen 4 km PM2.5 neighborhood-scale band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AFG:8556:34.554384:69.204597,"AFG:34.554384,69.204597",AFG,Afghanistan,openaq,8556,Kabul,34.554384,69.204597,50.0,upper_sensitivity,6481956.309,106703,1,R6_C25,True,v6gl03_gl_coarse_annual,2023,40.984,30.144,76,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the 50 km upper sensitivity band; not a service area.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AZE:353013:40.386992:49.842946,"AZE:40.386992,49.842946",AZE,Azerbaijan,openaq,353013,Baku,40.386992,49.842946,0.5,lower_sensitivity,20176.07,117,1,R5_C23,True,v6gl03_gl_coarse_annual,2023,16.713,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the lower 0.5 km sensitivity band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AZE:353013:40.386992:49.842946,"AZE:40.386992,49.842946",AZE,Azerbaijan,openaq,353013,Baku,40.386992,49.842946,4.0,primary,571096.159,6819,1,R5_C23,True,v6gl03_gl_coarse_annual,2023,16.713,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the source-frozen 4 km PM2.5 neighborhood-scale band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AZE:353013:40.386992:49.842946,"AZE:40.386992,49.842946",AZE,Azerbaijan,openaq,353013,Baku,40.386992,49.842946,50.0,upper_sensitivity,2989766.516,164974,2,R5_C23||R5_C24,True,v6gl03_gl_coarse_annual,2023,16.713,15.147,80,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the 50 km upper sensitivity band; not a service area.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AZE:6389684:40.501052:50.182203,"AZE:40.501052,50.182203",AZE,Azerbaijan,openaq,6389684,Shuvalan,40.501052,50.182203,0.5,lower_sensitivity,656.378,117,1,R5_C24,True,v6gl03_gl_coarse_annual,2023,16.194,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the lower 0.5 km sensitivity band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
