generated_at,attestation_chain,status,method,tile_id,correction_status,corrected_selected_economies,corrected_coordinate_rows_touching_tile,exact_file_url,corrected_bounds,prior_head_ok,prior_head_status,prior_size_mb,prior_downloaded,prior_sha256,prior_geotiff_opened,head_probe_attempted,head_ok,head_status,head_content_length_bytes,head_size_mb,head_content_type,head_last_modified,head_error,range_probe_attempted,range_ok,range_status,range_content_length_bytes,range_total_size_bytes,range_size_mb,range_content_range,range_error,custody_probe_source,custody_size_bytes,custody_size_mb,download_decision,downloaded,downloaded_this_run,downloaded_from_prior_cache,cache_path,file_size_bytes,size_matches_custody_probe,sha256,sha256_matches_prior,http_status,content_type,last_modified,zip_opened,zip_member_count,geotiff_member_count,geotiff_members,geotiff_opened,raster_width,raster_height,raster_count,raster_crs,raster_transform,raster_bounds,raster_dtype,raster_nodata,transform_matches_corrected_tile_bounds,reader_use,blocking_gap,retrieval_error,non_claim
2026-06-20T12:59:04Z,ai-first,computed_station_radius_ghsl_corrected_population_tile_custody,air_monitoring_station_radius_ghsl_corrected_population_tile_custody_v1,R5_C23,retained_by_corrected_origin,AZE||GEO,20,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C23.zip,"39.99208296,39.09958351,49.99208296,49.09958351",False,,,False,,,True,True,200,49399112,49.399,application/zip,"Mon, 27 Jan 2025 19:33:58 GMT",,False,False,,0,0,,,,head,49399112,49.399,retained_corrected_queue_cached_zip,True,False,True,.cache/station-radius-ghsl-population-tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C23.zip,49399112,True,c1ed4e4c7b285b9c90c1d6a177e2e0bda5dc5b02f966e2d8c8bf28fd540e6360,False,,,,True,3,1,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C23.tif,True,12000,12000,1,EPSG:4326,0.000833333330033|0|39.9920831973|0|-0.00083333332998|49.0995833386|0|0|1,"39.99208320,39.09958338,49.99208316,49.09958334",float64,,True,Use downloaded rows as corrected-queue GHSL population denominator custody evidence; do not use blocked rows for catchment denominators.,"Corrected-queue file custody and corrected-bound inspection are closed for this tile, but catchment radius, de-duplication, station joins, and grade assumptions remain open.",,"This corrected-queue GHSL population tile custody gate probes the corrected tile URLs, reuses or downloads ZIP files, records SHA-256 hashes, and checks opened GeoTIFF bounds against the corrected GHSL tile origin. It does not compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T12:59:04Z,ai-first,computed_station_radius_ghsl_corrected_population_tile_custody,air_monitoring_station_radius_ghsl_corrected_population_tile_custody_v1,R5_C24,retained_by_corrected_origin,AZE||UZB,3,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C24.zip,"49.99208296,39.09958351,59.99208296,49.09958351",False,,,False,,,True,True,200,10358539,10.359,application/zip,"Mon, 27 Jan 2025 19:34:17 GMT",,False,False,,0,0,,,,head,10358539,10.359,retained_corrected_queue_cached_zip,True,False,True,.cache/station-radius-ghsl-population-tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C24.zip,10358539,True,33774a300fe3c9d91113b136b861d3e9cd4a84ab6d6740ce9b4da7ff3e042669,False,,,,True,3,1,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C24.tif,True,12000,12000,1,EPSG:4326,0.000833333330033|0|49.9920831577|0|-0.00083333332998|49.0995833386|0|0|1,"49.99208316,39.09958338,59.99208312,49.09958334",float64,,True,Use downloaded rows as corrected-queue GHSL population denominator custody evidence; do not use blocked rows for catchment denominators.,"Corrected-queue file custody and corrected-bound inspection are closed for this tile, but catchment radius, de-duplication, station joins, and grade assumptions remain open.",,"This corrected-queue GHSL population tile custody gate probes the corrected tile URLs, reuses or downloads ZIP files, records SHA-256 hashes, and checks opened GeoTIFF bounds against the corrected GHSL tile origin. It does not compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T12:59:04Z,ai-first,computed_station_radius_ghsl_corrected_population_tile_custody,air_monitoring_station_radius_ghsl_corrected_population_tile_custody_v1,R5_C25,retained_by_corrected_origin,TJK||UZB,42,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C25.zip,"59.99208296,39.09958351,69.99208296,49.09958351",True,200,33.350,False,,,True,True,200,33349650,33.35,application/zip,"Mon, 27 Jan 2025 19:34:17 GMT",,False,False,,0,0,,,,head,33349650,33.35,retained_corrected_queue_cached_zip,True,False,True,.cache/station-radius-ghsl-population-tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C25.zip,33349650,True,dada5ad3d739fc79fbda3c27b0f2e848b7165db5a371b2a9b8aa0419bd1bf5c0,False,,,,True,3,1,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C25.tif,True,12000,12000,1,EPSG:4326,0.000833333330033|0|59.9920831181|0|-0.00083333332998|49.0995833386|0|0|1,"59.99208312,39.09958338,69.99208308,49.09958334",float64,,True,Use downloaded rows as corrected-queue GHSL population denominator custody evidence; do not use blocked rows for catchment denominators.,"Corrected-queue file custody and corrected-bound inspection are closed for this tile, but catchment radius, de-duplication, station joins, and grade assumptions remain open.",,"This corrected-queue GHSL population tile custody gate probes the corrected tile URLs, reuses or downloads ZIP files, records SHA-256 hashes, and checks opened GeoTIFF bounds against the corrected GHSL tile origin. It does not compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T12:59:04Z,ai-first,computed_station_radius_ghsl_corrected_population_tile_custody,air_monitoring_station_radius_ghsl_corrected_population_tile_custody_v1,R5_C26,retained_by_corrected_origin,TJK||UZB,16,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C26.zip,"69.99208296,39.09958351,79.99208296,49.09958351",True,200,32.990,False,,,True,True,200,32990110,32.99,application/zip,"Mon, 27 Jan 2025 19:34:18 GMT",,False,False,,0,0,,,,head,32990110,32.99,retained_corrected_queue_cached_zip,True,False,True,.cache/station-radius-ghsl-population-tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C26.zip,32990110,True,335a745dda9aae8dc944928afc57045f90f7a3613621ed66f8a51ff576db7ceb,False,,,,True,3,1,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R5_C26.tif,True,12000,12000,1,EPSG:4326,0.000833333330033|0|69.9920830785|0|-0.00083333332998|49.0995833386|0|0|1,"69.99208308,39.09958338,79.99208304,49.09958334",float64,,True,Use downloaded rows as corrected-queue GHSL population denominator custody evidence; do not use blocked rows for catchment denominators.,"Corrected-queue file custody and corrected-bound inspection are closed for this tile, but catchment radius, de-duplication, station joins, and grade assumptions remain open.",,"This corrected-queue GHSL population tile custody gate probes the corrected tile URLs, reuses or downloads ZIP files, records SHA-256 hashes, and checks opened GeoTIFF bounds against the corrected GHSL tile origin. It does not compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T12:59:04Z,ai-first,computed_station_radius_ghsl_corrected_population_tile_custody,air_monitoring_station_radius_ghsl_corrected_population_tile_custody_v1,R6_C24,retained_by_corrected_origin,TKM,2,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R6_C24.zip,"49.99208296,29.09958351,59.99208296,39.09958351",False,,,False,,,True,True,200,29700924,29.701,application/zip,"Mon, 27 Jan 2025 19:34:28 GMT",,False,False,,0,0,,,,head,29700924,29.701,retained_corrected_queue_cached_zip,True,False,True,.cache/station-radius-ghsl-population-tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R6_C24.zip,29700924,True,9a4b608a64a02aebc3205d264717bd090f07ebb5f93f213cfa42c89c59c249c8,False,,,,True,3,1,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R6_C24.tif,True,12000,12000,1,EPSG:4326,0.000833333330033|0|49.9920831577|0|-0.00083333332998|39.0995833789|0|0|1,"49.99208316,29.09958342,59.99208312,39.09958338",float64,,True,Use downloaded rows as corrected-queue GHSL population denominator custody evidence; do not use blocked rows for catchment denominators.,"Corrected-queue file custody and corrected-bound inspection are closed for this tile, but catchment radius, de-duplication, station joins, and grade assumptions remain open.",,"This corrected-queue GHSL population tile custody gate probes the corrected tile URLs, reuses or downloads ZIP files, records SHA-256 hashes, and checks opened GeoTIFF bounds against the corrected GHSL tile origin. It does not compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T12:59:04Z,ai-first,computed_station_radius_ghsl_corrected_population_tile_custody,air_monitoring_station_radius_ghsl_corrected_population_tile_custody_v1,R6_C25,retained_by_corrected_origin,AFG||TJK||UZB,9,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R6_C25.zip,"59.99208296,29.09958351,69.99208296,39.09958351",False,,,False,,,True,True,200,35541606,35.542,application/zip,"Mon, 27 Jan 2025 19:34:28 GMT",,False,False,,0,0,,,,head,35541606,35.542,retained_corrected_queue_cached_zip,True,False,True,.cache/station-radius-ghsl-population-tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R6_C25.zip,35541606,True,f5f11f0568e85fd1ca28d08c69d9737b43d067a7a773efd64b717bee1f2f9850,False,,,,True,3,1,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R6_C25.tif,True,12000,12000,1,EPSG:4326,0.000833333330033|0|59.9920831181|0|-0.00083333332998|39.0995833789|0|0|1,"59.99208312,29.09958342,69.99208308,39.09958338",float64,,True,Use downloaded rows as corrected-queue GHSL population denominator custody evidence; do not use blocked rows for catchment denominators.,"Corrected-queue file custody and corrected-bound inspection are closed for this tile, but catchment radius, de-duplication, station joins, and grade assumptions remain open.",,"This corrected-queue GHSL population tile custody gate probes the corrected tile URLs, reuses or downloads ZIP files, records SHA-256 hashes, and checks opened GeoTIFF bounds against the corrected GHSL tile origin. It does not compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T12:59:04Z,ai-first,computed_station_radius_ghsl_corrected_population_tile_custody,air_monitoring_station_radius_ghsl_corrected_population_tile_custody_v1,R7_C27,retained_by_corrected_origin,BGD,40,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R7_C27.zip,"79.99208296,19.09958351,89.99208296,29.09958351",False,,,False,,,True,True,200,262283337,262.283,application/zip,"Mon, 27 Jan 2025 19:34:44 GMT",,False,False,,0,0,,,,head,262283337,262.283,deferred_corrected_tile_over_first_wave_size_threshold,False,False,False,,0,False,,False,,,,,,,,,,,,,,,,,,Use downloaded rows as corrected-queue GHSL population denominator custody evidence; do not use blocked rows for catchment denominators.,The corrected tile is selected but exceeds the first-wave size threshold.,,"This corrected-queue GHSL population tile custody gate probes the corrected tile URLs, reuses or downloads ZIP files, records SHA-256 hashes, and checks opened GeoTIFF bounds against the corrected GHSL tile origin. It does not compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T12:59:04Z,ai-first,computed_station_radius_ghsl_corrected_population_tile_custody,air_monitoring_station_radius_ghsl_corrected_population_tile_custody_v1,R7_C28,retained_by_corrected_origin,BGD,48,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R7_C28.zip,"89.99208296,19.09958351,99.99208296,29.09958351",False,,,False,,,True,True,200,100278336,100.278,application/zip,"Mon, 27 Jan 2025 19:34:44 GMT",,False,False,,0,0,,,,head,100278336,100.278,deferred_corrected_tile_over_first_wave_size_threshold,False,False,False,,0,False,,False,,,,,,,,,,,,,,,,,,Use downloaded rows as corrected-queue GHSL population denominator custody evidence; do not use blocked rows for catchment denominators.,The corrected tile is selected but exceeds the first-wave size threshold.,,"This corrected-queue GHSL population tile custody gate probes the corrected tile URLs, reuses or downloads ZIP files, records SHA-256 hashes, and checks opened GeoTIFF bounds against the corrected GHSL tile origin. It does not compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T12:59:04Z,ai-first,computed_station_radius_ghsl_corrected_population_tile_custody,air_monitoring_station_radius_ghsl_corrected_population_tile_custody_v1,R8_C26,retained_by_corrected_origin,LKA,1,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C26.zip,"69.99208296,9.09958351,79.99208296,19.09958351",False,,,False,,,True,True,200,159279646,159.28,application/zip,"Mon, 27 Jan 2025 19:34:54 GMT",,False,False,,0,0,,,,head,159279646,159.28,deferred_corrected_tile_over_first_wave_size_threshold,False,False,False,,0,False,,False,,,,,,,,,,,,,,,,,,Use downloaded rows as corrected-queue GHSL population denominator custody evidence; do not use blocked rows for catchment denominators.,The corrected tile is selected but exceeds the first-wave size threshold.,,"This corrected-queue GHSL population tile custody gate probes the corrected tile URLs, reuses or downloads ZIP files, records SHA-256 hashes, and checks opened GeoTIFF bounds against the corrected GHSL tile origin. It does not compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T12:59:04Z,ai-first,computed_station_radius_ghsl_corrected_population_tile_custody,air_monitoring_station_radius_ghsl_corrected_population_tile_custody_v1,R8_C27,retained_by_corrected_origin,LKA,1,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C27.zip,"79.99208296,9.09958351,89.99208296,19.09958351",True,200,20.948,False,,,True,True,200,20947752,20.948,application/zip,"Mon, 27 Jan 2025 19:34:55 GMT",,False,False,,0,0,,,,head,20947752,20.948,retained_corrected_queue_cached_zip,True,False,True,.cache/station-radius-ghsl-population-tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C27.zip,20947752,True,4ce3a1e60339b3f64869b16c7e23c32f3ae7f07dba2416fc5e3f830ee112d82a,False,,,,True,3,1,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C27.tif,True,12000,12000,1,EPSG:4326,0.000833333330033|0|79.9920830389|0|-0.00083333332998|19.0995834594|0|0|1,"79.99208304,9.09958350,89.99208300,19.09958346",float64,,True,Use downloaded rows as corrected-queue GHSL population denominator custody evidence; do not use blocked rows for catchment denominators.,"Corrected-queue file custody and corrected-bound inspection are closed for this tile, but catchment radius, de-duplication, station joins, and grade assumptions remain open.",,"This corrected-queue GHSL population tile custody gate probes the corrected tile URLs, reuses or downloads ZIP files, records SHA-256 hashes, and checks opened GeoTIFF bounds against the corrected GHSL tile origin. It does not compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
