iso3,country,year,Tot_Pop,ghsl_urban_share_pct,wdi_urban_share_pct,ghsl_minus_wdi_pp,absolute_gap_pp
AFG,Afghanistan,1975,12159268.1090512,61.74980380573237,13.7708383943132,47.97896541141917,47.97896541141917
ARM,Armenia,1975,2831875.16285969,75.12271812829368,63.8236122131348,11.299105915158883,11.299105915158883
AZE,Azerbaijan,1975,5889038.98934771,70.01690124661602,51.981861114502,18.035040132114013,18.035040132114013
BGD,Bangladesh,1975,74551288.7217892,86.64528646237271,9.63451603110182,77.01077043127088,77.01077043127088
BRN,Brunei Darussalam,1975,159559.462415606,60.864369253691095,62.2176720291418,-1.3533027754507074,1.3533027754507074
BTN,Bhutan,1975,390550.712889038,20.540323025534622,6.78165820453667,13.758664820997954,13.758664820997954
CHN,China,1975,919738644.9384457,74.49120581362607,17.3447303771973,57.146475436428766,57.146475436428766
COK,Cook Islands,1975,18635.3353725891,0.0,,,
FJI,Fiji,1975,572521.75808583,41.967405258735525,36.8750353728212,5.092369885914323,5.092369885914323
FSM,Micronesia,1975,64720.1044166677,14.487182184650294,25.964669989463,-11.477487804812707,11.477487804812707
GEO,Georgia,1975,4969694.448719,65.09765473535724,50.1762504577637,14.921404277593538,14.921404277593538
IDN,Indonesia,1975,131015782.447477,81.70569599502593,18.914196501399,62.79149949362693,62.79149949362693
IND,India,1975,623578980.3780065,65.31906693844496,21.4761700378174,43.842896900627565,43.842896900627565
KAZ,Kazakhstan,1975,13161509.0931477,63.967187995258634,52.2829710066543,11.684216988604334,11.684216988604334
KGZ,Kyrgyz Republic,1975,3265066.43068445,70.70289820368446,38.1138782867115,32.58901991697296,32.58901991697296
KHM,Cambodia,1975,6730325.28747893,38.162795808726095,4.67870002997871,33.48409577874739,33.48409577874739
KIR,Kiribati,1975,59215.5602815758,23.582642830297278,27.3973551696405,-3.814712339343224,3.814712339343224
LAO,Lao PDR,1975,3018964.61686835,16.945129826306847,11.0583738218417,5.886756004465147,5.886756004465147
LKA,Sri Lanka,1975,13643769.7391969,71.32086370964062,22.2487000824801,49.07216362716052,49.07216362716052
MDV,Maldives,1975,132170.956651968,21.12383921863486,17.6477167548433,3.476122463791558,3.476122463791558
MHL,Marshall Islands,1975,25398.7775472426,41.634356213510074,61.2361030838182,-19.601746870308126,19.601746870308126
MMR,Myanmar,1975,30346831.7072806,86.11980582117049,24.1623199252207,61.95748589594979,61.95748589594979
MNG,Mongolia,1975,1485688.5931091,49.218352494379744,48.7181931235241,0.5001593708556413,0.5001593708556413
MYS,Malaysia,1975,11613207.5774424,67.30879513855731,31.3890113270872,35.91978381147011,35.91978381147011
NIU,Niue,1975,4268.4287411723,0.0,,,
NPL,Nepal,1975,13927088.3078418,55.39957695757286,7.51351402109269,47.88606293648017,47.88606293648017
NRU,Nauru,1975,7113.6862415364,82.7717648365781,100.0,-17.2282351634219,17.2282351634219
PAK,Pakistan,1975,68122249.32197133,57.67048057611726,26.3266097503112,31.343870825806057,31.343870825806057
PHL,Philippines,1975,41885194.7865359,66.69353325549004,32.8859729360885,33.80756031940154,33.80756031940154
PLW,Palau,1975,12374.20731572,66.92628204496751,61.1300201585569,5.796261886410605,5.796261886410605
PNG,Papua New Guinea,1975,2780267.1396074,17.034315766485147,13.021026274672,4.013289491813147,4.013289491813147
SLB,Solomon Islands,1975,194002.459378002,7.806477545522688,8.93179697409447,-1.1253194285717818,1.1253194285717818
THA,Thailand,1975,40900942.6447441,45.02386640667645,15.2158067861574,29.808059620519046,29.808059620519046
TJK,Tajikistan,1975,3482898.17545655,61.80434803692931,35.7630190655849,26.041328971344413,26.041328971344413
TKM,Turkmenistan,1975,2522492.14376616,55.30211671201626,47.6742558055976,7.627860906418654,7.627860906418654
TLS,Timor-Leste,1975,600089.330788592,19.074699741600146,14.2717037357466,4.8029960058535455,4.8029960058535455
TON,Tonga,1975,92839.7113329274,61.96309957261582,20.2810170645355,41.68208250808031,41.68208250808031
TUV,Tuvalu,1975,6331.58297700062,0.0,17.3312236320652,-17.3312236320652,17.3312236320652
TWN,"Taipei,China",1975,16546662.2011354,92.76957445353706,,,
UZB,Uzbekistan,1975,13979986.3805212,75.0284025852835,38.7408142089844,36.2875883762991,36.2875883762991
VNM,Viet Nam,1975,46938822.0899493,71.08525893858817,20.5500001907349,50.53525874785327,50.53525874785327
VUT,Vanuatu,1975,101217.365260133,8.988359973738696,12.8485753567312,-3.8602153829925037,3.8602153829925037
WSM,Samoa,1975,154463.198851009,46.87094719696016,21.0483920844468,25.82255511251336,25.82255511251336
AFG,Afghanistan,1980,12488820.2956387,62.024440203250286,15.6809994542625,46.34344074898779,46.34344074898779
ARM,Armenia,1980,3136294.94234471,76.95521387379122,66.1789456444719,10.776268229319328,10.776268229319328
AZE,Azerbaijan,1980,6342933.89797062,71.40957520308626,53.1531524658203,18.256422737265964,18.256422737265964
BGD,Bangladesh,1980,83768612.3561486,89.42570209367253,14.6751064590553,74.75059563461723,74.75059563461723
BRN,Brunei Darussalam,1980,187739.216282481,65.88521427415186,59.5396238335958,6.345590440556066,6.345590440556066
BTN,Bhutan,1980,454559.462051482,21.90282241573009,12.1675380257962,9.73528438993389,9.73528438993389
CHN,China,1980,987498361.5130044,75.43194176324864,19.3911151885986,56.04082657465004,56.04082657465004
COK,Cook Islands,1980,17441.5045907986,0.0,,,
FJI,Fiji,1980,640607.751001616,43.7982297613374,37.7532062840299,6.0450234773075024,6.0450234773075024
FSM,Micronesia,1980,73505.3125928909,15.697386757827003,26.4699992298635,-10.772612472036498,10.772612472036498
GEO,Georgia,1980,5144894.27129033,65.6023393218705,52.2925300598145,13.309809262056,13.309809262056
IDN,Indonesia,1980,147912344.743623,81.67527640182632,22.1466142996691,59.52866210215723,59.52866210215723
IND,India,1980,696878419.125224,67.43925791376977,23.5084873816783,43.930770532091465,43.930770532091465
KAZ,Kazakhstan,1980,14175813.3155636,64.41691684330767,54.0979508522279,10.318965991079772,10.318965991079772
KGZ,Kyrgyz Republic,1980,3596279.38574893,71.53266912118191,38.2832527626962,33.24941635848571,33.24941635848571
KHM,Cambodia,1980,6200201.14360543,36.54919282838115,12.7330101032649,23.81618272511625,23.81618272511625
KIR,Kiribati,1980,59369.5588170848,26.87206454279927,32.4352012502084,-5.563136707409132,5.563136707409132
LAO,Lao PDR,1980,3303840.8826444,17.96249422283506,12.384564768227,5.577929454608059,5.577929454608059
LKA,Sri Lanka,1980,14922127.2340473,74.26340478036406,21.6064475614988,52.65695721886526,52.65695721886526
MDV,Maldives,1980,154112.94581487,29.822826260475026,22.8220761151526,7.000750145322424,7.000750145322424
MHL,Marshall Islands,1980,29929.5908378715,37.14528868795334,59.6500018889892,-22.504713201035862,22.504713201035862
MMR,Myanmar,1980,33465486.5000491,81.46877948719793,24.5588743946411,56.90990509255683,56.90990509255683
MNG,Mongolia,1980,1697770.76389878,51.329443133770184,52.2631576847571,-0.9337145509869131,0.9337145509869131
MYS,Malaysia,1980,13208955.8349775,68.39654302122912,34.2417737349461,34.15476928628302,34.15476928628302
NIU,Niue,1980,3635.74024291433,0.0,,,
NPL,Nepal,1980,15601651.4182288,56.21648396981763,14.6080971066587,41.60838686315893,41.60838686315893
NRU,Nauru,1980,7527.70556369005,80.98198218186798,100.0,-19.018017818132023,19.018017818132023
PAK,Pakistan,1980,80618702.36453195,60.83503531670515,28.0937593850085,32.74127593169665,32.74127593169665
